dataset_name,adaptation_method,run_name,model_name,image_size,setting,n_train,k,threshold,positive_neighbors_needed,runs,classes_with_positive_train_examples_mean,mean_auc_mean,mean_auc_std,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,mean_accuracy_mean,exact_match_accuracy_mean
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,3,0.3,1,10,7.6,0.5089053406267369,0.007323818780197148,0.05887346635635774,0.015360044908718671,0.13011363544682158,0.022430700479640527,0.8596106095526721,0.1624119796773331
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,3,0.5,2,10,7.6,0.5089053406267369,0.007323818780197148,0.013806488975225337,0.014248848506916979,0.042710096336212616,0.0451583777289563,0.9431360065195523,0.49985738479365366
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,5,0.01,1,10,7.6,0.5125067517981761,0.009137213944034217,0.06628880195108182,0.013922431502749251,0.14405376460794628,0.0221840259753547,0.8064265977359837,0.08070237989125592
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,5,0.03,1,10,7.6,0.5125067517981761,0.009137213944034217,0.06628880195108182,0.013922431502749251,0.14405376460794628,0.0221840259753547,0.8064265977359837,0.08070237989125592
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,5,0.05,1,10,7.6,0.5125067517981761,0.009137213944034217,0.06628880195108182,0.013922431502749251,0.14405376460794628,0.0221840259753547,0.8064265977359837,0.08070237989125592
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,5,0.1,1,10,7.6,0.5125067517981761,0.009137213944034217,0.06628880195108182,0.013922431502749251,0.14405376460794628,0.0221840259753547,0.8064265977359837,0.08070237989125592
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,5,0.15,1,10,7.6,0.5125067517981761,0.009137213944034217,0.06628880195108182,0.013922431502749251,0.14405376460794628,0.0221840259753547,0.8064265977359837,0.08070237989125592
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,5,0.2,1,10,7.6,0.5125067517981761,0.009137213944034217,0.06628880195108182,0.013922431502749251,0.14405376460794628,0.0221840259753547,0.8064265977359837,0.08070237989125592
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,5,0.3,2,10,7.6,0.5125067517981761,0.009137213944034217,0.0228504603440972,0.017092442511200033,0.08082046356942083,0.05882978496053996,0.9325633809990705,0.42938764595775025
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,5,0.5,3,10,7.6,0.5125067517981761,0.009137213944034217,0.007678578515665277,0.011846583532324463,0.023988488856126436,0.038488609805099896,0.9462538041332943,0.5211337908904536
